feature,flutter_file,method,endpoint,path_parameters,query_parameters,request_body,success_status,response_shape,handled_errors,authentication,pagination,media,realtime,legacy_route_file,legacy_controller,legacy_service,legacy_models,classification,confidence,notes,authoritative_owner,legacy_prisma_operations,required_background_process,migration_risk,evidence
stories,lib/features/story/data/datasources/story_remote_ds.dart:58,POST,/api/v1/stories/{id}/view,id,none,none,200,none,none,required,n/a,no,no,modules/stories/stories.routes.ts,stories.controller,UNKNOWN,StoryView,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,StoryView,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
stories,lib/features/story/data/datasources/story_remote_ds.dart:66,DELETE,/api/v1/stories/{id},id,none,none,200/204,none,none,required,none,no,no,modules/stories/stories.routes.ts,stories.controller,UNKNOWN,Story,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,Story,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
settings,lib/features/settings/data/repositories/settings_repository.dart,GET/PATCH,/api/v1/notifications/settings,none,none,allowEmail;allowSms,200,prefs,none,required,none,no,no,modules/notifications/notifications.routes.ts,notifications.controller,UNKNOWN,UserNotificationPrefs,KEEP_COMPATIBLE,CONFIRMED,Shared with notifications feature; local cache merged with server response,NEW_API_OWNS,UserNotificationPrefs,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
settings,lib/features/settings/data/repositories/settings_repository.dart,none,none,none,none,none,none,local privacy settings,none,n/a,none,no,no,n/a,n/a,n/a,n/a,KEEP_COMPATIBLE,CONFIRMED,"Privacy settings are local-only (SharedPreferences), no backend call",NEW_API_OWNS,n/a,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
settings,lib/features/settings/data/repositories/settings_repository.dart:167,DELETE,/api/v1/notifications/device-token,none,none,none,200,none,none,required,n/a,no,no,modules/notifications/notifications.routes.ts,notifications.controller,UNKNOWN,UserDeviceToken,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: registration IS exercised in the live app flow (via _initFirebaseMessaging, not via the seemingly-unused registerPushAfterAuth()). Backend route, controller, and Prisma model (UserDeviceToken) all confirmed real and functioning; push delivery pipeline confirmed non-stub. Original ""Fails silently until backend endpoint ships"" code comment is now known to be STALE -- the endpoint exists and functions; the comment describes historical defensive behavior (best-effort swallow), not current backend absence.",NEW_API_OWNS,"UserDeviceToken (upsert on unique token; fields: userId,platform,deviceId,isActive,lastSeenAt)",push delivery worker (pushNotification.service.ts -> admin.messaging().sendEachForMulticast); Firebase credential configuration UNKNOWN in the actual runtime env (var names undocumented in .env.example),MEDIUM,"furtail_app lib/features/notifications/data/repositories/notification_repository.dart:38-59 (registerDeviceToken), called from notification_service.dart:223,227 inside _initFirebaseMessaging() (initial fetch + onTokenRefresh) -- confirmed LIVE call path, not dead code, though notification_controller.dart:235-246 registerPushAfterAuth() itself has zero callers (registration instead fires at service-init time, not specifically gated on post-login as its doc comment implies). furtail_api src/api/v1/modules/notifications/notifications.routes.ts:6-7 (auth); notifications.controller.ts:60-99 (upsert on unique token; response {id,platform,isActive}). No dedicated test file found for this route (grep for device-token/notification test files found only unrelated notificationQueue.test.ts). Push pipeline is NOT a stub: pushNotification.service.ts:104-145 reads active UserDeviceToken rows and calls admin.messaging().sendEachForMulticast(), deactivating invalid tokens. Firebase credential env var names (FIREBASE_SERVICE_ACCOUNT_JSON / FIREBASE_PROJECT_ID+CLIENT_EMAIL+PRIVATE_KEY / GOOGLE_APPLICATION_CREDENTIALS) do NOT appear in furtail_api/.env.example -- undocumented in the template, actual runtime configuration UNKNOWN (not inspected, values never read)."
location,lib/features/common/data/repositories/bd_locations_repository.dart,GET,/api/v1/common/bd/divisions,none,none,none,200,list,none,unknown,none,no,no,modules/common/common.routes.ts,common.controller,UNKNOWN,BdDivision,KEEP_COMPATIBLE,CONFIRMED,Legacy BD-specific location hierarchy,NEW_API_OWNS,BdDivision,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
location,lib/features/common/data/repositories/bd_locations_repository.dart,GET,/api/v1/common/bd/districts,divisionId (query),divisionId,none,200,list,none,unknown,none,no,no,modules/common/common.routes.ts,common.controller,UNKNOWN,BdDistrict,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,BdDistrict,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
location,lib/features/common/data/repositories/bd_locations_repository.dart,GET,/api/v1/common/bd/upazilas,districtId (query),districtId,none,200,list,none,unknown,none,no,no,modules/common/common.routes.ts,common.controller,UNKNOWN,BdUpazila,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,BdUpazila,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
location,lib/features/common/data/repositories/bd_locations_repository.dart,GET,/api/v1/common/bd/areas,upazilaId (query),upazilaId,none,200,list,none,unknown,none,no,no,modules/common/common.routes.ts,common.controller,UNKNOWN,BdArea,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,BdArea,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
location,lib/features/common/data/repositories/bd_locations_repository.dart,GET,/api/v1/common/bd/city-corporations,districtId (query),districtId,none,200,list,none,unknown,none,no,no,modules/common/common.routes.ts,common.controller,UNKNOWN,CityCorporation,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,CityCorporation,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
location,lib/features/common/data/repositories/bd_locations_repository.dart,GET,/api/v1/common/bd/zones,cityCorporationId (query),cityCorporationId,none,200,list,none,unknown,none,no,no,modules/common/common.routes.ts,common.controller,UNKNOWN,CoverageZone,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,CoverageZone,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
location,lib/features/common/data/repositories/bd_locations_repository.dart,GET,/api/v1/common/bd/cc-areas,zoneId (query),zoneId,none,200,list,none,unknown,none,no,no,modules/common/common.routes.ts,common.controller,UNKNOWN,CoverageZoneArea,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,CoverageZoneArea,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
location,lib/features/common/data/repositories/bd_locations_repository.dart,POST,/api/v1/location-master/validate-selection,none,none,divisionId?;districtId?;upazilaId?;unionId?;areaId? (only non-null included),200,"{ok:true,...resolved node set} or {ok:false,errorCode (e.g. LOCATION_ID_NOT_FOUND, DISTRICT_DIVISION_MISMATCH, UPAZILA_DISTRICT_MISMATCH),message}",none,not required (auth:false),n/a,no,no,modules/common/common.routes.ts,common.controller,UNKNOWN,unknown,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: path corrected -- the actual Flutter call is /api/v1/location-master/validate-selection, NOT /common/location-master/validate-selection as originally recorded (no /common prefix; location-master is mounted as its own top-level module). Legacy also has a SECOND, older duplicate route at /locations/validate-selection (locations.routes.ts:24) that Flutter does NOT call -- a genuine duplicate-endpoint finding worth flagging for the new API design (should consolidate to one).",NEW_API_OWNS,"BdDivision;BdDistrict;BdUpazila;BdUnion;BdArea (cross-reference validation only, read-only)",none,LOW,"furtail_app lib/features/common/data/repositories/bd_locations_repository.dart:89-111; furtail_api src/api/v1/routes.ts:43 (mounts /location-master), src/modules/location/location.routes.ts:13 (POST /validate-selection), location.controller.ts:70-73, location.service.ts:118 (validateSelection). DUPLICATE: locations.routes.ts:24 (older /locations/validate-selection, unused by Flutter)."
location,lib/features/location/data/location_repository.dart,GET,/api/v1/location-master/divisions,none,locale;pageSize;q;parentId,none,200,list,none,unknown,page-size based,no,no,src/modules/location/location.routes.ts,location.controller,UNKNOWN,unknown,KEEP_COMPATIBLE,CONFIRMED,"Newer parallel location system, not yet reconciled with common/bd/*",NEW_API_OWNS,none identified,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
location,lib/features/location/data/location_repository.dart,GET,/api/v1/location-master/districts,none,locale;pageSize;q;parentId,none,200,list,none,unknown,page-size based,no,no,src/modules/location/location.routes.ts,location.controller,UNKNOWN,unknown,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,none identified,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
location,lib/features/location/data/location_repository.dart,GET,/api/v1/location-master/upazilas,none,locale;pageSize;q;parentId,none,200,list,none,unknown,page-size based,no,no,src/modules/location/location.routes.ts,location.controller,UNKNOWN,unknown,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,none identified,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
location,lib/features/location/data/location_repository.dart,GET,/api/v1/location-master/unions,none,locale;pageSize;q;parentId,none,200,list,none,unknown,page-size based,no,no,src/modules/location/location.routes.ts,location.controller,UNKNOWN,unknown,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,none identified,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
location,lib/features/legacy/presentation/screens/country_picker_screen.dart:47,GET,/api/v1/public/countries,none,none,none,200,list,none,not required,none,no,no,modules/countries/countries.routes.ts,countries.controller,UNKNOWN,Country,KEEP_COMPATIBLE,CONFIRMED,Only surviving legacy/ screen with a real backend call,NEW_API_OWNS,Country,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
location,lib/core/network/api_endpoints.dart,GET,/api/v1/public/countries/default,none,none,none,unknown,unknown,unknown,"not required (public, per file comment ""no auth required"")",none,no,no,modules/countries/countries.routes.ts,countries.controller,UNKNOWN,Country,LEGACY_UNUSED,CONFIRMED,"Resolved Step 5A: publicCountryDefault getter is defined in api_endpoints.dart:654 but grep of the whole lib/ tree found zero other references -- defined-but-never-called client-side. Legacy route confirmed registered and public (countries.routes.ts:6, alongside GET / at line 5, both explicitly commented ""no auth required"").",NEW_API_OWNS,Country (getDefault query),none,LOW,"furtail_app lib/core/network/api_endpoints.dart:654 (defined, zero callers); furtail_api src/api/v1/modules/countries/countries.routes.ts:5-6 (public)"
share,lib/core/services/share_service.dart:20,GET,/api/v1/common/share-link,none,type;id,none,200,link,none,unknown,n/a,no,no,modules/common/common.routes.ts,common.controller,UNKNOWN,unknown,KEEP_COMPATIBLE,CONFIRMED,Server-generated deep link for share sheets,NEW_API_OWNS,none identified,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
legacy_screens,lib/features/legacy/presentation/screens/shop_screen.dart;services_screen.dart;vet_screen.dart;donation_screen.dart;dashboard_screen.dart;create_post_screen.dart;edit_post_screen.dart;settings_screen.dart;language_select_screen.dart;splash_screen.dart;adoption_screen.dart,none,none,none,none,none,none,none,none,none,n/a,no,no,n/a,n/a,n/a,n/a,LEGACY_UNUSED,CONFIRMED,"No ApiEndpoints calls found in any of these screens; superseded by features/posts, features/settings, features/adoption respectively",LEGACY_API_TEMPORARILY_OWNS,n/a,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
messaging,none,none,none,none,none,none,none,none,none,none,none,no,no,none,none,none,none,UNKNOWN,CONFIRMED,"CONFIRMED ABSENT on both client and backend -- no chat/message/conversation feature, route, or Prisma model exists anywhere",UNKNOWN,none identified,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
search,none,none,none,none,none,none,none,none,none,none,none,no,no,none,none,none,none,UNKNOWN,CONFIRMED,CONFIRMED ABSENT as a dedicated capability -- search exists only as query params on postsVideos(search:) and adoptions(search:),UNKNOWN,none identified,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
socket_realtime,none,none,none,none,none,none,none,none,none,none,none,no,no,src/realtime/socketio.gateway.ts;src/socket/notification.socket.ts,unknown,UNKNOWN,none,UNKNOWN,CONFIRMED,furtail_api runs Socket.IO server-side (notification:new;unread:count;QUEUE_UPDATED;NOW_SERVING_CHANGED;ESTIMATE_UPDATED;DOCTOR_QUEUE_UPDATED events; rooms user:{userId} etc.) but no Flutter client socket usage exists -- AppConfig.socketUrl is populated from env but unconsumed dead config,UNKNOWN,none identified,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
offline_sync,lib/core/offline/sync_queue.dart,none,none,none,none,none,none,local queue only,none,n/a,none,no,no,n/a,n/a,n/a,n/a,UNKNOWN,CONFIRMED,"Built but not wired -- queues likePost/unlikePost/addComment/deleteComment/createPostDraft locally, explicit TODO in source: no execution/replay logic implemented",UNKNOWN,n/a,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
